LINESTRING (-77.0442698 -11.8944294, -77.0440767 -11.8940829, -77.0436476 -11.8933375, -77.0434035 -11.8929124, -77.0431648 -11.8924767, -77.0426391 -11.8915318, -77.0423494 -11.8910489),Línea 2,
LINESTRING (-77.0305802 -11.8953891, -77.030709 -11.8958458, -77.0311381 -11.8975885),Línea 119,
LINESTRING (-77.0321566 -11.8950968, -77.0317336 -11.8953681, -77.030709 -11.8958458),Línea 120,
LINESTRING (-77.0323773 -11.8965754, -77.0311381 -11.8975885, -77.0307465 -11.8979087),Línea 121,
LINESTRING (-77.0330471 -11.8966873, -77.0326777 -11.8969743, -77.0316907 -11.8978195, -77.0308645 -11.8984651, -77.0306258 -11.8985832, -77.0303764 -11.8986698),Línea 122,
LINESTRING (-77.0308645 -11.8984651, -77.0307465 -11.8979087, -77.0304568 -11.8969061, -77.0300652 -11.8955151),Línea 123,
LINESTRING (-77.0334011 -11.8970442, -77.0320072 -11.8982079, -77.0314439 -11.8986672, -77.0311623 -11.8989283, -77.0308806 -11.8990635, -77.030709 -11.8990543, -77.0305373 -11.8989716, -77.0304354 -11.898847, -77.0303764 -11.8986698),Línea 124,
LINESTRING (-77.0303764 -11.8986698, -77.0299741 -11.8970268, -77.0295717 -11.8956463),Línea 125,
LINESTRING (-77.0304568 -11.8969061, -77.0299741 -11.8970268),Línea 126,
LINESTRING (-77.031942 -11.8946768, -77.0305802 -11.8953891, -77.0300652 -11.8955151, -77.0295717 -11.8956463),Línea 127,
LINESTRING (-77.0316746 -11.8941608, -77.0308592 -11.8946384, -77.0303871 -11.8948877, -77.0299472 -11.8950111, -77.0294537 -11.8951371),Línea 128,
LINESTRING (-77.0295717 -11.8956463, -77.0294537 -11.8951371, -77.0288636 -11.8933471),Línea 129,
LINESTRING (-77.0299472 -11.8950111, -77.0298113 -11.8945407, -77.0294894 -11.8935118, -77.0292695 -11.893084),Línea 130,
LINESTRING (-77.0310232 -11.8939984, -77.0303714 -11.8929301, -77.0301032 -11.8924026, -77.0300442 -11.8923212),Línea 131,
LINESTRING (-77.0314465 -11.8937654, -77.030497 -11.8920751),Línea 134,
LINESTRING (-77.0318756 -11.8935344, -77.0314465 -11.8937654, -77.0310232 -11.8939984, -77.0304172 -11.894322, -77.0301143 -11.8944471, -77.0298113 -11.8945407),Línea 135,
LINESTRING (-77.0337961 -11.896705, -77.0333911 -11.8962194, -77.0330826 -11.8957129, -77.0323799 -11.8944058, -77.0321063 -11.8939124),Línea 136,
LINESTRING (-77.0337961 -11.896705, -77.0334011 -11.8970442),Línea 137,
LINESTRING (-77.0330826 -11.8957129, -77.0326233 -11.8959524),Línea 138,
LINESTRING (-77.0321063 -11.8939124, -77.0316746 -11.8941608),Línea 139,
LINESTRING (-77.0343528 -11.8955942, -77.0334033 -11.8938987, -77.0331405 -11.8934315),Línea 140,
LINESTRING (-77.0346586 -11.8932058, -77.0334033 -11.8938987, -77.0329581 -11.8940719, -77.0325343 -11.8943186, -77.0323799 -11.8944058),Línea 141,
LINESTRING (-77.0343528 -11.8955942, -77.0339264 -11.8958908, -77.0335643 -11.8962398),Línea 142,
LINESTRING (-77.0325343 -11.8943186, -77.0335643 -11.8962398),Línea 143,
LINESTRING (-77.0325343 -11.8943186, -77.0322553 -11.8938409),Línea 144,
LINESTRING (-77.0349054 -11.8924814, -77.0331405 -11.8934315, -77.0327221 -11.8936362, -77.0322553 -11.8938409, -77.0321063 -11.8939124),Línea 145,
LINESTRING (-77.0346586 -11.8932058, -77.0351602 -11.894484, -77.0350884 -11.8948613, -77.0348558 -11.8951388, -77.0343528 -11.8955942),Línea 146,
LINESTRING (-77.0342039 -11.8934529, -77.0346653 -11.8945605, -77.0345808 -11.8947061, -77.0343729 -11.8948728, -77.0340859 -11.8951431),Línea 147,
LINESTRING (-77.0321063 -11.8939124, -77.0318756 -11.8935344, -77.0309318 -11.8917559),Línea 148,
LINESTRING (-77.0322553 -11.8938409, -77.0310445 -11.8916772),Línea 149,
LINESTRING (-77.0327221 -11.8936362, -77.0325143 -11.8932047, -77.0322139 -11.8927271, -77.0313556 -11.8912048),Línea 150,
LINESTRING (-77.0325143 -11.8932047, -77.0337374 -11.8925171, -77.0341666 -11.8923019),Línea 151,
LINESTRING (-77.034467 -11.8927218, -77.0341666 -11.8923019, -77.0335497 -11.8910893, -77.0331983 -11.8903964, -77.0330441 -11.8900657, -77.0328148 -11.889735),Línea 152,
LINESTRING (-77.0337374 -11.8925171, -77.0335014 -11.8920866, -77.0329569 -11.891021, -77.0326739 -11.8904987, -77.0323695 -11.8899869),Línea 153,
LINESTRING (-77.0335014 -11.8920866, -77.0326538 -11.8925328, -77.0322139 -11.8927271),Línea 154,
LINESTRING (-77.0326538 -11.8925328, -77.0321844 -11.8916615, -77.0319658 -11.8912153, -77.0316721 -11.8908111),Línea 155,
LINESTRING (-77.0341022 -11.8908058, -77.0335497 -11.8910893),Línea 156,
LINESTRING (-77.0332922 -11.889462, -77.0328148 -11.889735, -77.0323695 -11.8899869, -77.0316721 -11.8908111, -77.0313556 -11.8912048, -77.0310445 -11.8916772, -77.0309318 -11.8917559, -77.030497 -11.8920751, -77.0301032 -11.8924026, -77.0292695 -11.893084, -77.0288636 -11.8933471),Línea 157,
LINESTRING (-77.0332922 -11.889462, -77.0341022 -11.8908058, -77.0349054 -11.8924814, -77.0350987 -11.8929844, -77.035521 -11.8939456, -77.0356302 -11.8944367, -77.0356214 -11.8949068, -77.03546 -11.8951982, -77.0352665 -11.8954477, -77.0347937 -11.8958522, -77.0338909 -11.8966402, -77.0337961 -11.896705),Línea 158,
LINESTRING (-77.0352252 -11.895485, -77.0348899 -11.8950756),Línea 159,
LINESTRING (-77.0350987 -11.8929844, -77.0346586 -11.8932058),Línea 160,
LINESTRING (-77.0308137 -11.8915781, -77.0300442 -11.8923212, -77.0292795 -11.8929691, -77.0291722 -11.8930859, -77.0290327 -11.8931607, -77.0287645 -11.8931423),Línea 161,
LINESTRING (-77.0300442 -11.8923212, -77.0297945 -11.8920085, -77.029706 -11.8918668, -77.0295075 -11.8916568, -77.0292071 -11.8913418, -77.029022 -11.8908852, -77.0287672 -11.8904626, -77.028625 -11.890229, -77.0284534 -11.8897828),Línea 162,
LINESTRING (-77.0292795 -11.8929691, -77.0290308 -11.8925568, -77.0287867 -11.8921841, -77.0285641 -11.8917562, -77.0283468 -11.8913809, -77.0281162 -11.8910004, -77.0279686 -11.8906696, -77.0276682 -11.8900345, -77.0276173 -11.8899479, -77.0273142 -11.8894912),Línea 163,
LINESTRING (-77.0295075 -11.8916568, -77.0287867 -11.8921841),Línea 164,
LINESTRING (-77.029022 -11.8908852, -77.0283468 -11.8913809),Línea 165,
LINESTRING (-77.0287672 -11.8904626, -77.0281162 -11.8910004, -77.0276977 -11.8912821),Línea 166,
LINESTRING (-77.0287645 -11.8931423, -77.0283172 -11.8924606, -77.0276011 -11.8913425, -77.0269895 -11.890479, -77.0269332 -11.8904133),Línea 167,
LINESTRING (-77.0276977 -11.8912821, -77.0276011 -11.8913425),Línea 168,
LINESTRING (-77.0287867 -11.8921841, -77.0283172 -11.8924606),Línea 169,
LINESTRING (-77.0276977 -11.8912821, -77.0283978 -11.8924234),Línea 170,
LINESTRING (-77.0292071 -11.8913418, -77.0285641 -11.8917562),Línea 171,
LINESTRING (-77.028625 -11.890229, -77.0279686 -11.8906696),Línea 172,
LINESTRING (-77.030154 -11.8914335, -77.0294056 -11.8906409, -77.02901 -11.8902341, -77.0288075 -11.8897118),Línea 173,
LINESTRING (-77.0308137 -11.8915781, -77.0305027 -11.8911238, -77.0297731 -11.8902682, -77.0292635 -11.8897065, -77.0290355 -11.8896619, -77.0288075 -11.8897118, -77.0284534 -11.8897828, -77.0276682 -11.8900345, -77.0271124 -11.8903889, -77.0269895 -11.890479),Línea 174,
LINESTRING (-77.0276977 -11.8912821, -77.0271124 -11.8903889),Línea 175,
LINESTRING (-77.0305027 -11.8911238, -77.030154 -11.8914335, -77.029706 -11.8918668),Línea 176,
LINESTRING (-77.0309318 -11.8917559, -77.0308137 -11.8915781),Línea 177,
LINESTRING (-77.0310445 -11.8916772, -77.0309013 -11.891441, -77.030617 -11.8909896, -77.0298714 -11.8901812, -77.0293564 -11.889672, -77.0291308 -11.8895704, -77.0284654 -11.8896682, -77.0280038 -11.8897765, -77.0277039 -11.8898754, -77.0274041 -11.8900582, -77.0269332 -11.8904133),Línea 178,
LINESTRING (-77.0309013 -11.891441, -77.0308137 -11.8915781),Línea 179,
LINESTRING (-77.030617 -11.8909896, -77.0305027 -11.8911238),Línea 180,
LINESTRING (-77.0298714 -11.8901812, -77.0297731 -11.8902682),Línea 181,
LINESTRING (-77.031515 -11.8897901, -77.0312254 -11.8901838, -77.0309571 -11.890588, -77.030617 -11.8909896),Línea 182,
LINESTRING (-77.0312254 -11.8901838, -77.0305924 -11.8895224, -77.0302973 -11.889155),Línea 183,
LINESTRING (-77.0309571 -11.890588, -77.0302812 -11.8898111),Línea 184,
LINESTRING (-77.0305924 -11.8895224, -77.0302812 -11.8898111, -77.0298714 -11.8901812),Línea 185,
LINESTRING (-77.0302973 -11.889155, -77.0299218 -11.8894384, -77.0294497 -11.8896064, -77.0293564 -11.889672),Línea 186,
LINESTRING (-77.0332922 -11.889462, -77.0332279 -11.8893608, -77.032729 -11.8896076, -77.0326109 -11.8896863, -77.0322891 -11.8898805, -77.0318867 -11.8901902, -77.0314898 -11.8906994, -77.0309013 -11.891441),Línea 187,
LINESTRING (-77.0323695 -11.8899869, -77.0322891 -11.8898805),Línea 188,
LINESTRING (-77.0318867 -11.8901902, -77.031515 -11.8897901, -77.0308112 -11.8890459, -77.0306133 -11.8890794, -77.0304365 -11.8890805, -77.0302973 -11.889155),Línea 189,
LINESTRING (-77.0395251 -11.8955786, -77.0398756 -11.8957867),Castro,C. Dionisia Cahuaypata,
LINESTRING (-77.0388653 -11.8958148, -77.0392846 -11.8960592),Acos,Uacta,
LINESTRING (-77.0396266 -11.8962259, -77.0392846 -11.8960592),C35, Uacta,
LINESTRING (-77.0398756 -11.8957867, -77.0396266 -11.8962259),C. Dionisia, C.35,
LINESTRING (-77.038446 -11.896698, -77.0387012 -11.8965842, -77.0389565 -11.89646, -77.039142 -11.8962701, -77.0392846 -11.8960592),Uacta,Diego Bermejo,
LINESTRING (-77.0396266 -11.8962259, -77.0392845 -11.8969417, -77.0390866 -11.8973075, -77.0389823 -11.8974641, -77.038878 -11.8975683),C.Dionisia,Diego Bermejo,
LINESTRING (-77.038878 -11.8975683, -77.038446 -11.896698),Diego Bermejo, Uacta,
LINESTRING (-77.038446 -11.896698, -77.0379688 -11.8968937),Uacta, Av. Universitaria,
LINESTRING (-77.0379688 -11.8968937, -77.0378085 -11.8964184),Av.Universitaria, C. Huchara,
LINESTRING (-77.0371147 -11.8965956, -77.0374524 -11.8970881, -77.0377417 -11.8975963, -77.0383122 -11.8986228),Av. Univeristaria, Madreselvas,
LINESTRING (-77.0383122 -11.8986228, -77.0379428 -11.8988348),Madreselvas, Tulipanes,
LINESTRING (-77.0379428 -11.8988348, -77.0377029 -11.8984175),Tulipanes, Lirios,
LINESTRING (-77.0377029 -11.8984175, -77.0374825 -11.8979932),Tulipanes, Amapolas,
LINESTRING (-77.0374825 -11.8979932, -77.0372505 -11.8975864),Tulipanes,Pasionarias,
LINESTRING (-77.0372505 -11.8975864, -77.0369823 -11.8972006),Tulipanes, Las Rosas,
LINESTRING (-77.0369823 -11.8972006, -77.0367435 -11.8968371),Tulipanes, Alhelies,
LINESTRING (-77.0371147 -11.8965956, -77.0367435 -11.8968371),Av. Universitaria, Alhelies,
LINESTRING (-77.0369823 -11.8972006, -77.0364414 -11.8980651),Las Rosas, Las Azucenas,
LINESTRING (-77.0372505 -11.8975864, -77.036766 -11.8982777),Tulipanes, Palsionarias,
LINESTRING (-77.0374825 -11.8979932, -77.0366707 -11.8992142),Línea 209,
LINESTRING (-77.0377029 -11.8984175, -77.0370167 -11.8994504),Línea 210,
LINESTRING (-77.0379428 -11.8988348, -77.0373788 -11.8996851, -77.0371347 -11.9000552, -77.0369094 -11.9003963, -77.0366814 -11.9007454, -77.0362094 -11.9014278, -77.0359546 -11.9017952, -77.0358682 -11.9019031),Línea 211,
LINESTRING (-77.0373788 -11.8996851, -77.0370167 -11.8994504, -77.0366707 -11.8992142, -77.0363328 -11.8990113, -77.0356032 -11.8985546, -77.0350882 -11.8982186, -77.0344016 -11.8977252, -77.0341387 -11.8974313, -77.0338377 -11.8971071),Línea 212,
LINESTRING (-77.036766 -11.8982777, -77.0364414 -11.8980651, -77.0360693 -11.8978202, -77.035376 -11.8974003, -77.0350722 -11.8971589, -77.0347792 -11.8968964),Línea 213,
LINESTRING (-77.0367435 -11.8968371, -77.036528 -11.8971431, -77.0362812 -11.8974843, -77.0360693 -11.8978202, -77.0356032 -11.8985546, -77.0353586 -11.8989278, -77.0351333 -11.8992638, -77.0348972 -11.8995997),Línea 214,
LINESTRING (-77.0371347 -11.9000552, -77.0366573 -11.8997326, -77.0353586 -11.8989278),Línea 215,
LINESTRING (-77.0369094 -11.9003963, -77.0351333 -11.8992638),Línea 216,
LINESTRING (-77.0366814 -11.9007454, -77.0359922 -11.9002943, -77.0348972 -11.8995997, -77.0341253 -11.8991027),Línea 217,
LINESTRING (-77.0357668 -11.9006565, -77.0338035 -11.8994177),Línea 218,
LINESTRING (-77.0362094 -11.9014278, -77.0335383 -11.8997036, -77.0332111 -11.8994412, -77.0325191 -11.8987588, -77.0322079 -11.8984674),Línea 219,
LINESTRING (-77.0351333 -11.8992638, -77.0344594 -11.8988165),Línea 220,
LINESTRING (-77.0350882 -11.8982186, -77.0344594 -11.8988165, -77.0341253 -11.8991027, -77.0338035 -11.8994177, -77.0335383 -11.8997036, -77.0333007 -11.9000501, -77.033231 -11.9002128, -77.0329771 -11.90056, -77.0327625 -11.9009143, -77.0325426 -11.9012476, -77.0320383 -11.9019773),Línea 221,
LINESTRING (-77.036766 -11.8982777, -77.0363166 -11.8989911),Línea 222,
LINESTRING (-77.0347703 -11.8979792, -77.0334668 -11.899071, -77.0332111 -11.8994412),Línea 223,
LINESTRING (-77.0344016 -11.8977252, -77.0332254 -11.8987298),Línea 224,
LINESTRING (-77.0332254 -11.8987298, -77.0334668 -11.899071),Línea 225,
LINESTRING (-77.0341387 -11.8974313, -77.0325191 -11.8987588),Línea 226,
LINESTRING (-77.0338377 -11.8971071, -77.0322079 -11.8984674, -77.0318774 -11.8987449),Línea 227,
LINESTRING (-77.0358431 -11.8981702, -77.0344269 -11.8971571),Línea 228,
LINESTRING (-77.0362812 -11.8974843, -77.0350974 -11.8966086),Línea 229,
LINESTRING (-77.0365378 -11.897123, -77.0354139 -11.8963514),Línea 230,
LINESTRING (-77.0367435 -11.8968371, -77.0364643 -11.896384, -77.036255 -11.8961154, -77.0360242 -11.8959938, -77.0356708 -11.8960834, -77.0354139 -11.8963514, -77.0350974 -11.8966086, -77.0347792 -11.8968964, -77.0344269 -11.8971571, -77.0341387 -11.8974313),Línea 231,
LINESTRING (-77.0371147 -11.8965956, -77.0366419 -11.8959142, -77.0363465 -11.8956679, -77.0360618 -11.8956001, -77.0357636 -11.8955903, -77.0354119 -11.895738, -77.0348585 -11.8962014, -77.0338377 -11.8971071),Línea 232,
